File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::RigidBody::applyForceToCenter(const Vector3 &force_),5,4,4,1,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::RigidBody::applyTorque(const Vector3 &torque_),5,4,4,1,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,"Physics3::RigidBody::applyLinearImpulse(const Vector3 &impulse_, const Vector3 &relative_position_)",5,4,4,1,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::RigidBody::applyLinearImpulseToCenter(const Vector3 &impulse_),5,4,4,1,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::RigidBody::applyAngularImpulse(const Vector3 &angularImpulse_),5,4,4,1,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::RigidBody::getMass() const,5,4,4,1,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::RigidBody::getInertia() const,5,4,4,1,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::RigidBody::getWorldPoint(const Vector3 &localPoint_) const,8,6,6,1,2,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::RigidBody::getWorldVector(const Vector3 &localVector_) const,8,6,6,1,2,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::RigidBody::getLocalPoint(const Vector3 &worldPoint_) const,8,6,6,1,2,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::RigidBody::getLocalVector(const Vector3 &worldVector_) const,8,6,6,1,2,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::RigidBody::getLinearVelocityFromWorldPoint(const Vector3 &worldPoint_) const,10,7,7,1,3,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::RigidBody::getLinearVelocityFromLocalPoint(const Vector3 &localPoint_) const,8,6,6,1,2,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::RigidBody::setLinearDamping(float linearDamping_),5,4,4,0,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::RigidBody::getLinearDamping() const,5,4,4,1,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::RigidBody::setAngularDamping(float angularDamping_),5,4,4,0,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::RigidBody::getAngularDamping() const,5,4,4,1,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::RigidBody::setType(Physics3::RigidBody::Type type_),11,7,7,0,2,0,2,4,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::RigidBody::getType() const,5,4,4,1,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::RigidBody::setMaterial(const Physics3::Material &material_),16,9,9,0,3,0,4,6,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::RigidBody::getMaterial() const,5,4,4,1,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::RigidBody::setCollisionFilter(const Physics3::CollisionFilter &collisionFilter_),14,9,9,0,3,0,2,4,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::RigidBody::getCollisionFilter() const,5,4,4,1,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::RigidBody::setBullet(bool flag),5,4,4,0,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::RigidBody::isBullet() const,7,5,5,1,2,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::RigidBody::setSleepingAllowed(bool flag),5,4,4,0,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::RigidBody::isSleepingAllowed() const,7,5,5,1,2,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::RigidBody::setAwake(bool flag),5,4,4,0,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::RigidBody::isAwake() const,7,5,5,1,2,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::RigidBody::setActive(bool flag),5,4,4,0,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::RigidBody::isActive() const,7,5,5,1,2,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::RigidBody::setCollisionCallBack(Functor *collisionCB_),5,4,4,0,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::RigidBody::getCollisionCallBack() const,5,4,4,1,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::RigidBody::setDestuctionCallBack(Functor *destructionCB_),5,4,4,0,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::RigidBody::getDestuctionCallBack() const,5,4,4,1,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::RigidBody::setUserData(void *userData_),5,4,4,0,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::RigidBody::getUserData() const,5,4,4,1,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,"Physics3::RigidBody::constructRigidBody(Physics3::RigidBody::Type type_, const Shape3 *shape_, const Physics3::Material &material_, const Physics3::CollisionFilter &collisionFilter_)",55,32,29,7,13,0,10,17,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::RigidBody::updateRigidBody(float dt),5,4,4,0,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::RigidBody::destructRigidBody(),27,23,17,3,4,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,"Physics3::RigidBody::calculateMass(float density_, float &mass_, Vector3 &localInertia_) const",5,4,4,0,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::RigidBody::updateMassProps(),18,16,10,1,2,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::RigidBody::updateCollisionFlags(),25,19,14,5,5,0,1,4,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::RigidBody::updateActivationState(),16,15,9,1,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::RigidBody::getHandle(),2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::World::World(),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::World::~World(),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::World::clearForces(),5,4,4,0,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::World::drawDebugData(),5,4,4,0,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,"Physics3::World::testPoint(const Vector3 &p, unsigned short group, unsigned short mask, Physics3::RayCastResult &result, bool closestOnly) const",2,2,2,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,"Physics3::World::testRayCast(const Vector3 &p, const Vector3 &direction, unsigned short group, unsigned short mask, Physics3::RayCastResult &result, bool closestOnly) const",51,46,36,4,5,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,"Physics3::World::testSphere(const Vector3 &p, float radius, unsigned short group, unsigned short mask, Physics3::ConvexCastResult &result, bool closestOnly) const",2,2,2,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,"Physics3::World::testSphereCast(const Vector3 &p, const Vector3 &direction, float radius, unsigned short group, unsigned short mask, Physics3::ConvexCastResult &result, bool closestOnly) const",52,47,39,3,5,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::World::setAllowSleepingEnable(bool flag),5,4,4,0,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::World::isAllowSleepingEnabled() const,7,5,5,1,2,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::World::setWarmStartingEnable(bool flag),5,4,4,0,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::World::isWarmStartingEnabled() const,7,5,5,1,2,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::World::setContinuousPhysicsEnable(bool flag),5,4,4,0,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::World::isContinuousPhysicsEnabled() const,7,5,5,1,2,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::World::setAutoClearForcesEnable(bool flag),5,4,4,0,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::World::isAutoClearForcesEnabled() const,7,5,5,1,2,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::World::setSubSteppingEnable(bool flag),5,4,4,0,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::World::isSubSteppingEnabled() const,7,5,5,1,2,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::World::getProxyCount() const,7,5,5,1,2,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::World::getBodyCount() const,5,4,4,1,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::World::getJointCount() const,5,4,4,1,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::World::getContactCount() const,7,5,5,1,2,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::World::getOptimizationQuality() const,7,5,5,1,2,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::World::setGravity(const Vector3 &gravity),5,4,4,0,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::World::getGravity() const,5,4,4,1,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::World::getHandle(),2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::World::initiate(),10,7,7,1,3,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::World::process(float dt),5,4,4,0,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::World::pause(),3,3,3,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::World::resume(),3,3,3,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::World::terminate(),6,5,5,0,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::World::clear(),3,3,3,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::Manager::Manager(),4,3,3,0,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::Manager::~Manager(),4,3,3,0,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::Manager::getWorld(int i),2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::Manager::getWorld(int i) const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::Manager::getNumWorlds() const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::Manager::initiate(),10,8,5,4,2,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::Manager::process(),7,6,4,1,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::Manager::pause(),5,5,3,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::Manager::resume(),5,5,3,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::Manager::terminate(),5,5,3,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::Manager::clear(),5,5,3,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::Manager::instance(),2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::Service::initiate(),2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::Service::process(),2,2,2,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::Service::pause(),2,2,2,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::Service::resume(),2,2,2,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::Service::terminate(),2,2,2,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Physics3.cpp,Physics3::Service::clear(),2,2,2,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Platform.cpp,Platform::operator ==(const Platform &p_) const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Platform.cpp,Platform::read(InputStream &is),2,2,2,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Platform.cpp,Platform::write(OutputStream &os) const,2,2,2,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\ProjectModelViewBase.cpp,ProjectModelBase::ProjectModelBase(),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\ProjectModelViewBase.cpp,ProjectModelBase::~ProjectModelBase(),5,5,3,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\ProjectModelViewBase.cpp,ProjectModelBase::addView(ProjectViewBase *view),4,3,3,0,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\ProjectModelViewBase.cpp,ProjectModelBase::getNumViews() const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\ProjectModelViewBase.cpp,ProjectModelBase::removeView(ProjectViewBase *view),6,6,4,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\ProjectModelViewBase.cpp,ProjectModelBase::hasChanged(int flags_),2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\ProjectModelViewBase.cpp,ProjectModelBase::notifyViews(),4,3,3,0,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\ProjectModelViewBase.cpp,ProjectModelBase::notifyViews(const Vector<unsigned char> &buffer),14,11,7,2,3,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\ProjectModelViewBase.cpp,ProjectModelBase::setChanged(int flags_),2,2,2,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\ProjectModelViewBase.cpp,ProjectModelBase::clearChanged(int flags_),2,2,2,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\ProjectModelViewBase.cpp,ProjectViewBase::ProjectViewBase(),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\ProjectModelViewBase.cpp,ProjectViewBase::~ProjectViewBase(),5,5,3,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\ProjectModelViewBase.cpp,ProjectViewBase::getModel(),2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\PVRTexConvert.cpp,"PVRTexConvert::getPixelType(PrecisionOption precision, AlphaOption alpha, ChromeOption chrome, CompressOption compress, int quality)",72,64,28,24,0,10,8,22,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\PVRTexConvert.cpp,PVRTexConvert::getConvertFormat(unsigned int pixelType),20,16,15,2,4,1,0,1,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\PVRTexConvert.cpp,PVRTexConvert::getConvertPixelType(unsigned int pixelType),20,16,15,2,4,1,0,1,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\PVRTexConvert.cpp,PVRTexConvert::convertToRGBA4444(Vector<unsigned char> &buf),11,10,8,1,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\PVRTexConvert.cpp,PVRTexConvert::convertToRGBA5551(Vector<unsigned char> &buf),11,10,8,1,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\PVRTexConvert.cpp,PVRTexConvert::convertToRGB555(Vector<unsigned char> &buf),10,9,7,1,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\PVRTexConvert.cpp,PVRTexConvert::convertToRGB565(Vector<unsigned char> &buf),10,9,7,1,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\PVRTexConvert.cpp,PVRTexConvert::convertToRGB888(Vector<unsigned char> &buf),12,11,9,1,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\PVRTexConvert.cpp,PVRTexConvert::convertToAI88(Vector<unsigned char> &buf),13,12,10,1,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\PVRTexConvert.cpp,PVRTexConvert::convertToI8(Vector<unsigned char> &buf),12,11,9,1,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\PVRTexConvert.cpp,PVRTexConvert::convertToA8(Vector<unsigned char> &buf),11,10,8,1,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\PVRTexConvert.cpp,"PVRTexConvert::makePVRTexture(const void *textureBuf, int topLevelMipmapWidth, int topLevelMipmapHeight, int numMipMaps, int numSurfaces, bool cubemap, bool volumeTexture, unsigned int pixelType)",62,45,21,5,10,14,7,35,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\PVRTexLoad.cpp,FREE(X),1,1,2,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\PVRTexLoad.cpp,IsGLExtensionSupported(const char *extension),29,20,15,9,4,0,5,38,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\PVRTexLoad.cpp,util_number_is_power_2( unsigned input ),7,5,5,2,2,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\PVRTexLoad.cpp,"Unpack5554Colour(const AMTC_BLOCK_STRUCT *pBlock, int ABColours[2][4])",65,36,24,4,9,3,20,139,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\PVRTexLoad.cpp,"UnpackModulations(const AMTC_BLOCK_STRUCT *pBlock, const int Do2bitMode, int ModulationVals[8][16], int ModulationModes[8][16], int StartX, int StartY)",68,53,29,9,7,2,8,77,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\PVRTexLoad.cpp,"TwiddleUV(unsigned int YSize, unsigned int XSize, unsigned int YPos, unsigned int XPos)",63,44,33,7,16,0,3,18,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\PVRTexLoad.cpp,"InterpolateColours(const int ColourP[4], const int ColourQ[4], const int ColourR[4], const int ColourS[4], const int Do2bitMode, const int x, const int y, int Result[4])",94,63,39,10,18,0,13,57,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\PVRTexLoad.cpp,"GetModulationValue(int x, int y, const int Do2bitMode, const int ModulationVals[8][16], const int ModulationModes[8][16], int *Mod, int *DoPT)",53,42,24,3,7,4,4,48,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\PVRTexLoad.cpp,"Decompress(AMTC_BLOCK_STRUCT *pCompressedData, const int Do2bitMode, const int XDim, const int YDim, const int AssumeImageTiles, unsigned char* pResultImage)",140,90,62,8,30,0,20,119,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\PVRTexLoad.cpp,"PVRTDecompressPVRTC(const void *pCompressedData, const int Do2bitMode, const int XDim, const int YDim, unsigned char* pResultImage)",2,2,2,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\PVRTexLoad.cpp,"modifyPixel(int red, int green, int blue, int x, int y, unsigned long modBlock, int modTable)",14,11,9,2,3,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\PVRTexLoad.cpp,"ETCTextureDecompress(const void * const pSrcData, const int &x, const int &y, const void *pDestData,const int & )",93,74,54,9,13,18,6,124,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\PVRTexLoad.cpp,"PVRTDecompressETC(const void * const pSrcData, const unsigned int &x, const unsigned int &y, void *pDestData, const int &nMode)",31,24,16,6,6,3,1,33,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\PVRTexLoad.cpp,"PVRTTextureLoadFromPointer(const void* pointer, bool bAllowDecompress, int &width, int &height, GXPixelFormat &format, int &levelCount)",515,351,206,55,67,12,97,393,
